id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13213869,Beautiful one bedroom home in Washington Heights,38284609,Emily,Manhattan,Washington Heights,40.8449,-73.94034,Private room,85,3,10,2019-01-01,0.30,1,362
13215481,Charming Bedroom in E. Williamsburg by Graham L,74112289,Jean,Brooklyn,Williamsburg,40.71738,-73.94089,Private room,44,28,11,2019-05-01,0.31,2,0
13215733,EAST 25TH ST~KIPS BAY/EAST VILLAGE/UNION SQUARE,2856748,Ruchi,Manhattan,Kips Bay,40.7394,-73.97996,Entire home/apt,225,30,0,,,49,364
13215920,Beautiful Private room!,69977115,Jacob,Brooklyn,Bensonhurst,40.61608,-73.99056,Private room,79,2,0,,,4,179
13216067,SUNNY APT Best location In Williamsburg!!!!!,49484132,Juan,Brooklyn,Williamsburg,40.71024,-73.96081,Entire home/apt,150,2,120,2019-06-15,3.29,1,149
13216246,Comfy Greenpoint room w/ easy access to Manhattan!,6531491,Stephen,Brooklyn,Greenpoint,40.72217,-73.948,Private room,75,1,55,2019-07-08,1.46,1,0
13216357,"Cozy, clean, Harlem studio",14052889,Mary,Manhattan,Harlem,40.82779,-73.94065,Entire home/apt,105,7,32,2019-05-08,0.91,1,290
13217170,Cozy Apartment in Bed-Stuy,64172780,Eleni,Brooklyn,Bedford-Stuyvesant,40.68604,-73.95375,Private room,50,5,7,2017-01-01,0.21,1,40
13217241,Amazing and Perfect 1BR in Beautiful SOHO/Nolita!,74130179,Gary,Manhattan,Nolita,40.72426,-73.99535,Entire home/apt,275,3,24,2019-05-30,0.66,1,82
13217609,"Bright Guest Room with Balcony, Harlem",1514100,Wasim,Manhattan,Harlem,40.80991,-73.94597,Private room,149,3,16,2019-06-28,0.59,1,333
13217755,Large Bedroom on upper west/columbia,47896181,Zichen,Manhattan,Upper West Side,40.80125,-73.96529,Private room,90,1,3,2016-07-04,0.08,1,0
13217991,Bright Clinton Hill/Bed Stuy Room in Artist's Apt.,67641348,Perri,Brooklyn,Bedford-Stuyvesant,40.68484,-73.95759,Private room,56,3,17,2018-05-27,0.45,1,0
13218512,Cute 2bdrm Apt in Crown Heights w backyard,33386679,Sarah,Brooklyn,Crown Heights,40.67538,-73.95308,Entire home/apt,220,1,1,2016-05-30,0.03,2,0
13219269,"Lovely, clean, and quiet - close to Prospect Park",7592287,Emily,Brooklyn,East Flatbush,40.6531,-73.94965,Private room,42,3,6,2016-09-18,0.16,1,0
13220375,Huge Authentic NYC Home In Fun Soho District,11975339,Allyson,Manhattan,Nolita,40.72315,-73.99507,Entire home/apt,129,2,6,2018-05-14,0.28,1,0
13220720,Charming Bedroom in E. Williamsburg by Graham Av L,74112289,Jean,Brooklyn,Williamsburg,40.71756,-73.94063,Private room,50,24,10,2018-12-22,0.28,2,31
13221331,Studio on Best Street in Historic Brooklyn Heights,67439911,Jennifer,Brooklyn,Brooklyn Heights,40.69707,-73.99632,Entire home/apt,110,30,3,2018-09-02,0.08,1,6
13221528,Doorman Lux Huge Studio Prime 5176,16098958,Jeremy & Laura,Manhattan,Theater District,40.76264,-73.98569,Entire home/apt,160,30,3,2018-03-20,0.09,96,344
13221788,Minimalist room next to the subway (2),74179880,Silvia,Brooklyn,East New York,40.67378,-73.88846,Private room,35,30,86,2019-06-23,2.29,8,326
13222140,"Private appartment,minutes from NY citi. Fantastic loc ation, walking distance to manhattan ferry.",15523,Vadim,Staten Island,Tompkinsville,40.63342,-74.08249,Private room,72,2,25,2018-09-03,0.66,2,237
13222669,"Charming Garden Studio in Sunnyside, NY",5955262,Leticia,Queens,Long Island City,40.73487,-73.92145,Entire home/apt,95,5,46,2019-06-24,1.23,1,244
13222964,Charming studio West Harlem / sleep three,74196752,Lawrence,Manhattan,Harlem,40.81162,-73.95046,Entire home/apt,100,1,5,2016-06-28,0.13,1,0
13223445,UWS Room May 30 - June 8,51756175,Khalil,Manhattan,Upper West Side,40.77282,-73.9808,Private room,115,10,1,2016-06-09,0.03,1,0
13223949,Designer Apartment - Sunny and spacious 1 bedroom,7195006,Sarah,Brooklyn,Bedford-Stuyvesant,40.68315,-73.95035,Entire home/apt,115,5,1,2016-07-05,0.03,1,0
13225764,Large Clean and Modern Room  Near Subway Lines,74227432,Tony,Manhattan,Harlem,40.82579,-73.9528,Private room,79,1,56,2019-06-09,1.49,1,74
13225970,哥大附近卧室 Room on Upper West/Columbia,74231989,Siyu,Manhattan,Upper West Side,40.80205,-73.9658,Private room,36,15,1,2016-08-01,0.03,1,0
13230556,BRIGHT & COZY STUDIO FOR 2~EAST 60TH STREET,2856748,Ruchi,Manhattan,Upper East Side,40.76139,-73.96208,Entire home/apt,138,30,0,,,49,365
13230807,"Charming 1-Bed Apt, Brooklyn - 20 min to Manhattan",20907184,Valerie Lynn-McDonough,Brooklyn,Bay Ridge,40.63359,-74.02302,Entire home/apt,75,30,1,2016-06-12,0.03,1,191
13231183,East 60th Street~Perfect Studio for 2,2856748,Ruchi,Manhattan,Upper East Side,40.76161,-73.96192,Entire home/apt,138,30,0,,,49,365
13231399,Beautiful garden 1 bed 7/8-7/18,4316938,Skye,Manhattan,East Harlem,40.80735,-73.94064,Entire home/apt,175,9,0,,,1,365
13231566,Large DT Bedroom! - TriBeCa/Financial  Manhattan!,69545272,Ben,Manhattan,Financial District,40.71085,-74.0083,Private room,59,13,24,2019-05-14,0.68,2,166
13231678,Bedroom in the East Village ❤️,54778990,Eve,Manhattan,East Village,40.72572,-73.98269,Private room,50,1,0,,,1,0
13231961,Cozy Brooklyn Nest,62805890,Millie,Brooklyn,Prospect-Lefferts Gardens,40.6557,-73.95471,Entire home/apt,99,3,15,2019-05-22,0.43,1,167
13232690,Room & Breakfast -  Room 3,35322092,Rhemy,Brooklyn,Bedford-Stuyvesant,40.68582,-73.92926,Private room,49,1,77,2019-07-07,2.44,3,239
13232917,Hip Crown Heights 2 Bedroom!,52592877,Alexis,Brooklyn,Crown Heights,40.67294,-73.9581,Entire home/apt,113,1,3,2016-07-06,0.08,1,0
13232952,Happy and spacious corner near 7 train,17638424,Sophie,Queens,Elmhurst,40.74576,-73.87407,Private room,47,1,87,2019-06-04,2.35,8,156
13233113,Luxury Highrise 1bd -great views -central location,15774226,Mirza,Manhattan,Theater District,40.76318,-73.98473,Private room,104,5,0,,,1,0
13233830,Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath,24743701,Renata And Howard,Brooklyn,Prospect-Lefferts Gardens,40.66108,-73.95567,Entire home/apt,650,5,3,2019-07-02,0.08,2,23
13233856,"Cozy room, great location",22682349,Marwa,Manhattan,Upper West Side,40.79643,-73.97188,Private room,110,7,2,2017-01-01,0.06,1,0
13234352,Amazing private Upper East loft!,72218656,Yuanyuan,Manhattan,Upper East Side,40.7626,-73.96031,Entire home/apt,199,3,57,2019-06-20,1.51,1,93
13234446,Charming Room in Greenpoint,6244152,Julia,Brooklyn,Greenpoint,40.72779,-73.94323,Private room,67,4,0,,,1,0
13234457,Cozy Clinton Hill Crib On Classon,2868,Letha M.,Brooklyn,Bedford-Stuyvesant,40.68258,-73.95871,Entire home/apt,60,29,2,2017-07-31,0.06,1,221
13235417,Quiet and sunny SoHo studio,3343599,Devin,Manhattan,SoHo,40.72515,-74.00182,Entire home/apt,150,5,0,,,1,0
13235840,"Studio for 1, Upper West Side (70s)",6098059,Paige,Manhattan,Upper West Side,40.77616,-73.97994,Entire home/apt,99,8,0,,,1,0
13235951,Bright & spacious Room in Harlem,74330820,Rachel,Manhattan,East Harlem,40.81286,-73.93618,Private room,52,1,33,2018-11-19,0.91,2,4
13236148,Garden level apartment in Bed-Stuy,33402262,Jordan,Brooklyn,Bedford-Stuyvesant,40.68378,-73.94118,Entire home/apt,155,2,94,2019-06-08,2.50,1,218
13236366,Beautiful 2 Bed/2 Bath Duplex on Upper West Side,3491890,George Steven,Manhattan,Upper West Side,40.78396,-73.97691,Entire home/apt,171,30,3,2016-11-16,0.08,6,188
13237057,City room 2 min walk from train (4),74179880,Silvia,Brooklyn,East New York,40.67323,-73.8892,Private room,39,3,71,2019-06-10,1.90,8,329
13237190,Queen sofa in UES w BEST roommates,31460662,Morgan,Manhattan,Upper East Side,40.76995,-73.95604,Shared room,120,1,12,2017-04-30,0.32,1,0
13237828,Amazing Open Floor Studio Extension,74351458,Harvey,Brooklyn,Bushwick,40.69893,-73.92624,Entire home/apt,115,5,54,2019-06-07,1.47,1,105
13238211,West Village 1 Bedroom well lit CLEAN apartment,2584324,Justin,Manhattan,West Village,40.73334,-74.00104,Entire home/apt,165,1,13,2017-01-01,0.35,1,0
13238321,Home away from home,40976536,Jeff,Manhattan,Harlem,40.82963,-73.9495,Private room,69,1,34,2019-07-05,0.91,1,180
13238778,Spacious and Quiet Bedroom in Artsy Bushwick!,7550464,Wil,Brooklyn,Bushwick,40.70238,-73.92812,Private room,55,1,1,2016-06-07,0.03,1,0
13239181,1 Bedroom in 2 Bedroom Apartment,15478812,Tai,Queens,Ridgewood,40.70422,-73.90978,Private room,60,1,0,,,1,0
13239693,2-Floor Sunlit Apt In Greenpoint With Outdoor Deck,27652670,Noah,Brooklyn,Greenpoint,40.73239,-73.95449,Entire home/apt,133,2,12,2016-11-25,0.33,1,0
13240737,Times Square / Broadway Area - Midtown Manhattan,74397192,Glenn,Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,79,3,136,2019-06-26,3.65,1,47
13243615,Big Studio Apartment near Ocean Beach,17770598,Maya,Brooklyn,Manhattan Beach,40.5775,-73.94003,Entire home/apt,79,1,0,,,1,0
13243946,Sunny one-bedroom two blocks from Central Park,5704909,Taeko,Manhattan,Harlem,40.80041,-73.95237,Entire home/apt,160,3,1,2016-06-12,0.03,1,0
13244254,Luxury Studio in Harlem,10110888,Vlad,Manhattan,Harlem,40.80822,-73.95273,Entire home/apt,170,3,34,2019-06-30,1.00,1,198
13245033,"Private room  Queen close to Mall
5 mins to subway",50855262,Fone,Queens,Elmhurst,40.73727,-73.87853,Private room,45,5,2,2017-10-09,0.09,3,0
13245721,Gorgeous 1 BD in the West Village,10039614,Parth,Manhattan,West Village,40.73506,-74.00518,Entire home/apt,249,1,0,,,1,0
13245726,"Bright, spacious room in a fantastic neighborhood!",36434327,Caroline,Manhattan,Harlem,40.80698,-73.95272,Private room,66,14,4,2019-07-07,0.17,1,0
13246042,"Sunny, Private Room with Separate Entrance",278393,Dylana,Brooklyn,Bushwick,40.69798,-73.92462,Private room,52,1,132,2019-06-19,3.59,3,74
13246278,3 br 80s light loft in Lower East Side / Chinatown,6787564,Luke,Manhattan,Lower East Side,40.71258,-73.9901,Entire home/apt,200,4,6,2019-01-04,0.31,1,0
13246804,One cozy private BR close to the mecca of shopping,4832845,Gg,Manhattan,Midtown,40.76026,-73.9659,Private room,80,1,275,2019-07-03,7.45,1,45
13246949,Cozy Room in 4bdrm Apt in Hip Williamsburg,74468846,Diana,Brooklyn,Williamsburg,40.71225,-73.94413,Private room,75,2,30,2019-07-05,2.65,2,2
13248480,Large room avail in a shared apartment,72359036,Brian,Manhattan,Upper East Side,40.77983,-73.94798,Private room,125,1,5,2016-06-26,0.13,1,0
13248565,COZY 1 BEDROOM APARTMENT,74489237,Carmen,Bronx,Tremont,40.84268,-73.89294,Entire home/apt,68,1,0,,,1,0
13248583,Spacious & cozy room in trendy SoHa !,3097033,Aida,Manhattan,Harlem,40.80304,-73.95148,Private room,65,2,50,2019-06-24,1.39,2,15
13248742,Spacious BR in large 2 BR apt in Roosevelt Island,69706365,Bernardo,Manhattan,Roosevelt Island,40.76205,-73.94975,Private room,79,4,2,2016-06-11,0.05,2,0
13248968,Luxurious 1 bdr apt with balcony!,15985137,Ferenc,Brooklyn,Bushwick,40.69476,-73.92943,Entire home/apt,125,5,42,2019-06-21,1.12,1,1
13249407,LARGE SUNNY 2 BEDROOM APARTMENT IN BROOKLYN!,9123131,Sean,Brooklyn,Crown Heights,40.67206,-73.9429,Entire home/apt,105,4,13,2017-08-14,0.36,2,0
13249656,renovated one bedroom in our beautiful townhouse,1996771,Arturo,Brooklyn,Bedford-Stuyvesant,40.68063,-73.95015,Entire home/apt,140,3,122,2019-06-25,3.26,1,275
13250303,Single room in Bed-Stuy,38322121,Pierre-Alexis,Brooklyn,Bedford-Stuyvesant,40.69484,-73.95852,Private room,70,3,2,2016-06-23,0.05,1,0
13250484,Beautiful 2000 sq. ft. loft in Hells Kitchen NYC,10196579,James,Manhattan,Hell's Kitchen,40.75647,-73.99848,Entire home/apt,2000,1,4,2017-01-06,0.11,1,362
13251558,Beautiful NYC Apartment,74534871,Brennen,Manhattan,Harlem,40.82158,-73.93824,Private room,100,1,0,,,1,0
13252064,1st Time/Solo Guests: Charming NYC Apt. Share!!!,41044972,Sue,Manhattan,Chelsea,40.74487,-74.00277,Shared room,75,2,9,2019-06-24,0.26,1,231
13254260,"One room in beautiful 2BR apartment, Crown Heights",50485365,Paloma,Brooklyn,Crown Heights,40.66741,-73.9522,Private room,36,12,2,2017-12-11,0.09,1,0
13254504,"Tree lined, light-filled in Chelsea",21350216,Karin,Manhattan,Chelsea,40.74858,-73.99887,Entire home/apt,240,1,1,2016-07-01,0.03,1,0
13254864,2 Bed 1 Bedroom Flex Apartment - Greenwich Village,74573695,Ozge,Manhattan,Greenwich Village,40.72838,-73.99899,Entire home/apt,200,7,38,2019-06-30,1.03,1,205
13256322,Comfortable 1BR on quiet street in Upper East Side,6945858,Lydia,Manhattan,Upper East Side,40.76969,-73.95509,Entire home/apt,250,30,0,,,1,0
13256651,Large Comfy Couch in South Prospect Park,56142507,Marie,Brooklyn,Flatbush,40.64542,-73.96484,Shared room,46,1,22,2019-05-17,0.58,1,365
13258556,Bright Manhattan Studio,5189524,Wallace,Manhattan,Kips Bay,40.74036,-73.98053,Entire home/apt,120,26,22,2018-01-02,0.60,1,0
13259442,Amazing room UWS steps away from Columbia Univ.,6458590,Gillian,Manhattan,Upper West Side,40.80348,-73.96579,Private room,80,2,149,2018-05-17,3.98,1,0
13260699,1BR charming and supercozy apt,74643411,Viviana,Manhattan,Upper West Side,40.77969,-73.97738,Entire home/apt,120,14,12,2018-08-23,0.34,1,261
13261498,Garden Duplex in trendy South Park Slope,74653179,Kevin,Brooklyn,South Slope,40.66537,-73.98559,Entire home/apt,150,3,6,2018-08-19,0.17,1,1
13261616,"Sunny, Accessible, UES Apt - Summer in the City",24693048,Tola,Manhattan,Upper East Side,40.77693,-73.94524,Entire home/apt,120,7,0,,,1,0
13261922,Spacious artsy apartment near Gramercy/Flatiron,3490622,Calliea,Manhattan,Flatiron District,40.74154,-73.98515,Entire home/apt,200,5,1,2016-08-01,0.03,1,0
13262082,Private BR in sunny East Village 2BR,18056150,Mark,Manhattan,East Village,40.72954,-73.98842,Private room,100,1,1,2016-06-25,0.03,1,0
13262386,Charming 3 bedroom in Brooklyn!!,7195638,Dawn,Brooklyn,Bedford-Stuyvesant,40.685,-73.92022,Private room,73,3,5,2016-10-08,0.14,1,359
13262935,Lovely large bedroom in Brownstone (garden),9148721,Aurelie,Brooklyn,Bedford-Stuyvesant,40.68909,-73.94636,Private room,60,2,9,2018-01-17,0.24,2,0
13264012,Cozy Studio in the Heart of Brooklyn Heights,55471059,Britt,Brooklyn,Brooklyn Heights,40.69511,-73.9934,Entire home/apt,110,1,3,2016-07-28,0.08,1,0
13264690,Beautiful and Comfy Private Room,38815234,Viviana,Manhattan,Harlem,40.82605,-73.94219,Private room,55,3,60,2019-06-21,1.68,2,246
13265459,Sunny 1 bedroom right next to express A!,40863393,Nina,Manhattan,Washington Heights,40.85177,-73.93652,Entire home/apt,110,1,7,2017-04-23,0.19,1,0
13265710,Sunny Bedroom in Harlem,74712074,Noel,Manhattan,Harlem,40.81834,-73.93929,Private room,70,1,4,2016-11-21,0.11,1,0
13266202,Spacious living space in Williamsburg/Bushwick,14291958,Yiming (Steven),Brooklyn,Williamsburg,40.70644,-73.93968,Private room,60,3,2,2016-10-10,0.06,1,0
13270298,Pure Luxury in Top Location,16437254,Benjamin,Brooklyn,Prospect Heights,40.67634,-73.96651,Entire home/apt,270,30,3,2018-08-14,0.11,21,255
13272022,Spacious Private Room in Brooklyn,24765466,Alexandria,Brooklyn,Prospect-Lefferts Gardens,40.65588,-73.95062,Private room,35,20,0,,,1,0
13272041,A queen size bed with a cat near Grand Central,4920111,Emily,Manhattan,Midtown,40.75242,-73.97261,Private room,100,1,4,2016-10-09,0.11,1,0
13273660,Large BR available near Fort Tryon Park,74795588,Aden,Manhattan,Inwood,40.86059,-73.92986,Private room,50,7,0,,,1,0
13273903,Studio apartment in Luxury building near Wall St.,6297445,Omar,Manhattan,Financial District,40.70662,-74.0051,Entire home/apt,150,3,6,2017-06-11,0.17,1,0
13274918,Murray Hill Modern 1 bedroom (B),50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.74569,-73.98192,Entire home/apt,150,30,2,2018-07-03,0.07,31,64
13274952,Helles und modernes Zimmer/Wohnung in Bushwick,11091997,Mario & Marijke,Brooklyn,Bushwick,40.70243,-73.92978,Private room,77,3,47,2019-07-01,1.25,2,46
13275792,Luxury Double Room in Williamsburg,35433522,David,Brooklyn,Williamsburg,40.71281,-73.95127,Private room,59,2,87,2018-08-28,2.31,3,0
13275896,"Gorgeous exclusive Room with all amenities, gym",71176668,David,Manhattan,Harlem,40.81646,-73.93795,Private room,110,2,4,2018-09-23,0.12,4,0
13276227,KINGLY MANHATTAN  RED ROOM WITH GYM AND AMENITIES,71176668,David,Manhattan,Harlem,40.81627,-73.93512,Private room,110,2,9,2019-05-04,0.26,4,280
13276288,"BR in huge old Bushwick loft, brick, private roof",2723661,Caitlin,Brooklyn,Bushwick,40.69415,-73.92987,Private room,45,1,0,,,1,0
13276320,Beautiful place sunny and quite,74823629,Roberto,Queens,Ditmars Steinway,40.77388,-73.91598,Private room,125,1,6,2016-12-29,0.17,1,0
13276525,EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,71176668,David,Manhattan,Harlem,40.81604,-73.94017,Private room,110,2,20,2019-06-03,0.58,4,5
13276680,Amazing Double Room in Williamsburg,35433522,David,Brooklyn,Williamsburg,40.71234,-73.95,Private room,89,2,69,2018-08-27,1.83,3,0
13277919,Bushwhick Room for Rent,14336676,Fadi And Michael,Brooklyn,Bushwick,40.69808,-73.93,Private room,75,2,7,2018-04-24,0.19,1,0
13278166,Privat Bath and Bedroom overlooking the Park,18957252,Christopher Und Nora,Brooklyn,Greenpoint,40.72361,-73.95039,Private room,100,1,11,2017-11-10,0.30,1,0
13278181,Comfortable 2 Bedroom in Brooklyn Heights,6671270,Cory,Brooklyn,Brooklyn Heights,40.69304,-73.99328,Entire home/apt,250,7,5,2017-08-24,0.14,1,0
13278654,Large 1 Bed - Ideal UWS Location,8089285,Maura,Manhattan,Upper West Side,40.77865,-73.98104,Entire home/apt,149,2,1,2016-08-20,0.03,1,0
13279036,Sunny cozy room with rooftop area in BK,72483475,Andrea,Brooklyn,Bushwick,40.69092,-73.91073,Private room,50,2,2,2016-06-14,0.05,1,0
13280099,South Bronx Studio Near Yankee Stadium,73831041,Jake,Bronx,Concourse,40.82909,-73.92249,Entire home/apt,95,5,0,,,1,0
13280112,2 Floor Private Apartment in Williamsburg,56589011,Ryan,Brooklyn,Williamsburg,40.71293,-73.95946,Entire home/apt,160,1,7,2017-01-02,0.19,1,0
13280923,A room for mom or woman on adventure,74879324,Sophia,Manhattan,Harlem,40.80515,-73.95595,Private room,79,3,50,2018-10-14,1.33,1,36
13281460,Charming 1 bedroom in the BEST neighborhood,1362963,Chelsea,Brooklyn,Fort Greene,40.69016,-73.97307,Entire home/apt,97,3,0,,,1,0
13281809,Calm 1BR in 2BR,3562912,Landon,Brooklyn,Williamsburg,40.71505,-73.94403,Private room,75,3,0,,,1,0
13282284,Beautiful Bedroom in Great Apt!,42682752,Katharine,Brooklyn,Cobble Hill,40.68868,-73.99206,Private room,65,2,17,2018-08-05,0.45,3,0
13282385,Beautiful 2BR Apt. in Brand New Building,18840786,Michael,Brooklyn,Bushwick,40.69949,-73.92621,Entire home/apt,95,3,1,2016-06-07,0.03,1,0
13282553,Comfortable Midtown Appartment 2BR,22656176,Gabrielle,Manhattan,Midtown,40.75604,-73.9681,Entire home/apt,185,1,2,2016-08-28,0.05,1,0
13282638,Hip & Clean Bushwick Treasure,31753024,Marie-Luisa,Brooklyn,Bushwick,40.69818,-73.91941,Entire home/apt,68,2,4,2016-09-13,0.11,1,0
13282840,Cozy Private room near Central Park,49328849,Dorothy,Manhattan,East Harlem,40.79532,-73.94454,Private room,85,4,46,2019-07-01,1.23,1,72
13287347,"Carroll Gardens Beautiful, Private, Sunny Suite",424078,Jocelyn,Brooklyn,Gowanus,40.6772,-73.99354,Private room,150,2,215,2019-07-05,5.90,1,72
13288854,Large Sunny Room in Big Loft,15798864,Tobias,Brooklyn,Bedford-Stuyvesant,40.69646,-73.96059,Private room,65,4,6,2018-01-04,0.16,1,0
13289643,Charming 1BR Murray Hill Apt + Rooftop,74981965,Amara,Manhattan,Murray Hill,40.74436,-73.97292,Entire home/apt,200,270,2,2016-06-12,0.05,1,0
13291508,Cozy comfortable private room in Brooklyn NY,67661003,Maki,Brooklyn,Windsor Terrace,40.65549,-73.98111,Private room,55,2,26,2019-06-23,1.36,1,75
13291548,Large one bedroom with closet and bathroom!,75001749,Christina,Brooklyn,Greenpoint,40.73767,-73.95527,Private room,100,2,0,,,1,0
13291853,Bright and Comfortable 1br in West Village,993817,Alex,Manhattan,West Village,40.7321,-74.00461,Entire home/apt,250,2,1,2016-06-18,0.03,1,0
13292687,Cozy room in Williamsburg Apartment,75014265,Simon,Brooklyn,Williamsburg,40.70949,-73.96087,Private room,89,1,3,2017-04-25,0.08,1,0
13292979,Park Slope luxury penthouse w/ private roof deck,75017049,Dylan,Brooklyn,South Slope,40.66662,-73.98168,Private room,100,31,1,2019-06-06,0.88,2,283
13292993,Comfortable 2-bedroom centrally located in NYC!,29183572,Marissa,Manhattan,Kips Bay,40.74429,-73.97663,Entire home/apt,300,2,2,2016-09-19,0.05,1,0
13293325,Cozy Beautiful Room Only 20min from Manhattan NYC!,75020731,Stefan,Queens,Ridgewood,40.70219,-73.89859,Private room,45,7,35,2019-07-01,1.29,1,18
13294007,Large and Beautiful ELEVATOR 1 BR - Very Quiet,75029289,Rlg,Manhattan,Upper East Side,40.77375,-73.94963,Entire home/apt,133,30,10,2019-05-30,0.44,5,126
13294137,"Quiet, Secure, Clean and very Private Apartment",75030399,Hardy,Bronx,Williamsbridge,40.87938,-73.86349,Entire home/apt,500,2,19,2018-11-05,0.56,1,345
13294291,Heart of Williamsburg ❤,19529332,Lannon,Brooklyn,Williamsburg,40.71736,-73.95263,Private room,68,3,9,2017-08-17,0.25,1,0
13294325,"Private Bedroom in Brownstone House, Bedstuy",75034279,Irina,Brooklyn,Bedford-Stuyvesant,40.69389,-73.9512,Private room,56,2,43,2019-06-30,1.61,2,110
13294856,"NYCT02-3: Private Sunny Rm, NYU, Baruch, SOHO",39890192,Laura,Manhattan,Little Italy,40.71728,-73.99859,Private room,75,15,15,2019-02-15,0.40,12,80
13294859,Huge Bushwick loft Bedroom,20353229,Megan,Brooklyn,Williamsburg,40.70552,-73.93344,Private room,80,3,0,,,1,0
13295331,Pretty&Brand-New room Close to Everything You Want,33064599,Yukee,Manhattan,Upper West Side,40.8002,-73.96727,Private room,299,1,3,2016-12-31,0.08,6,345
13295693,Cozy private room in Homecrest Brooklyn,10633027,Sam,Brooklyn,Sheepshead Bay,40.59621,-73.95767,Private room,51,2,80,2019-06-22,2.42,3,35
13296897,Beautiful Bedroom Mid Town Manhattan,54454582,Breath Beyond,Manhattan,Hell's Kitchen,40.76283,-73.99331,Private room,115,2,30,2019-07-02,0.80,3,3
13297200,Cozy Convenient Brooklyn Heights 1BR Apartment,7959692,Lucas,Brooklyn,Brooklyn Heights,40.69446,-73.99689,Entire home/apt,180,3,5,2018-06-17,0.14,1,0
13298512,"Large Bedroom in Clinton Hill/Bed-Stuy, Brooklyn!",6444963,Tiffany,Brooklyn,Bedford-Stuyvesant,40.69041,-73.96026,Private room,50,6,3,2019-02-11,0.08,1,3
13298526,AC room in a Huge Lux Greenpoint Loft,49742862,Angela,Brooklyn,Greenpoint,40.73052,-73.95876,Private room,80,2,2,2019-01-01,0.05,2,0
13299243,Single family BBQ - 15 min to midtown,75092148,Sarah,Queens,Astoria,40.76026,-73.92235,Entire home/apt,300,4,4,2018-08-05,0.11,1,0
13299532,Cozy 2 bedroom APT in the heart of Bushwick,34300852,Katelyn,Brooklyn,Bushwick,40.69472,-73.91405,Entire home/apt,79,2,156,2019-07-07,4.21,1,70
13299818,Spacious & bright 1 BDR in Gramercy,17265086,Katie,Manhattan,Kips Bay,40.73898,-73.98233,Entire home/apt,150,2,18,2019-06-02,0.81,1,0
13300059,Quiet Home Base for Exploring an Exciting City!,36478779,Isa,Brooklyn,Prospect-Lefferts Gardens,40.66071,-73.9558,Entire home/apt,94,3,98,2019-07-03,2.71,1,94
13300113,Private bedroom + living room simple and cozy,74304509,Michel,Brooklyn,Prospect Heights,40.67951,-73.96926,Private room,65,1,16,2017-05-28,0.46,1,0
13300645,"NYCT02-2 LES Newly renovated Rm, NYU, Soho, AC",39890192,Laura,Manhattan,Little Italy,40.71783,-73.99817,Private room,83,15,26,2019-06-02,0.74,12,125
13303942,Spacious Bushwick Room with 3 Large Windows,48036408,Raul,Brooklyn,Bushwick,40.68584,-73.90587,Private room,50,20,0,,,1,0
13305621,Cozy 1BR apartment in Clinton Hill,1331063,Maria,Brooklyn,Bedford-Stuyvesant,40.68235,-73.9535,Entire home/apt,120,14,1,2016-06-25,0.03,1,0
13306081,Elgant double bed room in Brooklyn.,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6413,-73.90303,Private room,500,2,1,2016-06-23,0.03,3,179
13306156,Large deluxe queen size bedroom,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6418,-73.90245,Private room,600,2,0,,,3,362
13306254,A beautiful Park slope apartment,9603086,Leza,Brooklyn,Gowanus,40.6664,-73.99305,Entire home/apt,300,1,0,,,1,311
13307480,Peaches Bungalow,74180901,Etta,Manhattan,Washington Heights,40.83791,-73.94075,Entire home/apt,150,1,89,2019-06-18,2.41,1,139
13308110,Sunny & Spacious 1bdrm apt,1713791,Roshan,Brooklyn,Bushwick,40.70699,-73.92188,Entire home/apt,149,1,41,2019-06-02,1.10,1,69
13308276,The Manhattan - Apartment Near Central Park,75085688,Mark,Manhattan,Upper West Side,40.801,-73.9613,Entire home/apt,150,2,11,2017-11-25,0.31,1,2
13308629,Quiet Cozy Chinatown Room,41408521,David,Manhattan,Chinatown,40.71385,-73.99711,Private room,75,1,3,2017-08-12,0.08,1,0
13309188,"Modern 1br apt, Manhattan skyline views!",21367825,Anna,Manhattan,Roosevelt Island,40.7672,-73.94552,Entire home/apt,195,14,1,2016-08-27,0.03,1,0
13309259,Cute 1 bdrm in shared crown heights apt w backyard,33386679,Sarah,Brooklyn,Crown Heights,40.67512,-73.95248,Private room,80,1,1,2016-06-26,0.03,2,0
13309409,Nolita/Soho - Quiet 1 Bedroom in Great Location!,75205085,Owen,Manhattan,Nolita,40.72271,-73.99518,Entire home/apt,250,4,11,2018-05-19,0.29,1,0
13309667,Bright Modern West Village Studio with Skylight,2507664,Julie,Manhattan,West Village,40.73704,-74.00371,Entire home/apt,225,1,21,2016-12-04,0.56,1,0
13309763,Large SOHO Artist Loft,75098888,Nate,Manhattan,SoHo,40.72535,-73.9966,Entire home/apt,450,2,41,2019-04-19,1.16,1,0
